province,district,name,number,administrative_pst,locality,area,classification,type,level,latitude,longitude
INHAMBANE,MORRUMBENE,CS  Mahangue,1128,Morrumbene - sede,Morrumbene - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.7881,35.2686
INHAMBANE,MORRUMBENE,CS Sitila,1129,Mocoduene,Sitila,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.1722,35.0583
INHAMBANE,MORRUMBENE,CS  Murrumbene,1130,Morrumbene - sede,Vila de Morrumbene,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.6561,35.3428
INHAMBANE,MORRUMBENE,CS Maivene,1131,Morrumbene - sede,Malaia,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.5539,35.3406
INHAMBANE,MORRUMBENE,CS Matacalane,1132,Mocoduene,Mocoduene,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.7281,35.1886
INHAMBANE,MORRUMBENE,CS  Mucoduene,1133,Mocoduene,Mocoduene - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.6594,35.1617
INHAMBANE,MORRUMBENE,CS Barrane,1134,NA,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.2833,35.1083
INHAMBANE,PANDA,CS Inhassume,1135,Panda - sede,Panda - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.2083,34.8625
INHAMBANE,PANDA,CS Massalane,1136,Panda - sede,Massalane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.0281,34.8772
INHAMBANE,PANDA,CS Mawaiela,1137,Mawaela,Mawaela - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.3575,34.1131
INHAMBANE,PANDA,CS Djodjo,1138,Urrene,Djodjo,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.7875,34.7256
INHAMBANE,PANDA,CS Panda,1139,Panda - sede,Panda - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.0664,34.7289
INHAMBANE,VILANKULO,HR Vilankulos,1140,Vilankulo - sede,Vila de Vilankulo,URBANA,Hospital Rural,Hospital Rural,Nivel Secondario,-21.9844,35.3211
INHAMBANE,VILANKULO,CS Belane,1141,Mapinhane,Belane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.6578,35.2583
INHAMBANE,VILANKULO,CS Mapinhane,1142,Mapinhane,Mapinhane - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.2522,35.1119
INHAMBANE,VILANKULO,CS Pambara,1143,Vilankulo - sede,Vilankulo - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.9861,35.1619
INHAMBANE,VILANKULO,CS Machanissa,1144,Mapinhane,Belane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.6275,35.1633
INHAMBANE,VILANKULO,CS Vilankulos,1145,Vilankulo - sede,Vila de Vilankulo,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.9928,35.3197
INHAMBANE,VILANKULO,CS Muabsa,1146,Mapinhane,Muabsa,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.2269,34.785
INHAMBANE,VILANKULO,CS Quewene,1147,Vilankulo - sede,Kewene,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.3106,35.4267
INHAMBANE,VILANKULO,CS Chibuene,1148,NA,NA,NA,NA,NA,NA,-22.3016554958,35.1264030005
INHAMBANE,VILANKULO,CS Macunhe,1149,NA,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.85,35.2333
INHAMBANE,ZAVALA,CS Banguza,1150,Zandamela,Zandamela - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.7953,34.5728
INHAMBANE,ZAVALA,CS Guilundo,1151,Zandamela,Maculuva,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.5283,34.4189
INHAMBANE,ZAVALA,CS Cala,1152,Quissico,Muane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.59,35.0164
INHAMBANE,ZAVALA,CS Maundene,1153,Zandamela,Zandamela - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.7156,34.4322
INHAMBANE,ZAVALA,CS Zandamela,1154,Zandamela,Zandamela - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.7627,34.3502
INHAMBANE,ZAVALA,CS Quissico,1155,Quissico,Vila de Quissico,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.715,34.7478
INHAMBANE,ZAVALA,PS Chipole,1156,Quissico,Muane,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.5825,34.8036
INHAMBANE,ZAVALA,CS Mavila,1157,Zandamela,Zandamela - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.6319,34.5722
INHAMBANE,ZAVALA,CS  Maculuva,1158,Zandamela,Maculuva,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.5283,34.4189
INHAMBANE,ZAVALA,CS Muane,1159,Quissico,Muane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.5975,34.9211
INHAMBANE,ZAVALA,CS Chibembe (Canda),1160,Quissico,Muane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.5889,34.8486
MANICA,CIDADE DE CHIMOIO,HP Chimoio,787,Cidade de Chimoio,Localidade Urbana 2,URBANA,Hospital Provincial,Hospital Provincial,Nivel Terciario,-19.1094,33.4778
MANICA,CIDADE DE CHIMOIO,CS Eduardo Mondlane,788,Cidade de Chimoio,Localidade Urbana 2,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-19.1111,33.4764
MANICA,CIDADE DE CHIMOIO,CS 1 Maio,789,Cidade de Chimoio,Localidade Urbana 1,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-19.1144,33.4583
MANICA,CIDADE DE CHIMOIO,CS Nhamaonha,790,Cidade de Chimoio,Localidade Urbana 3,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-19.1236,33.4994
MANICA,CIDADE DE CHIMOIO,CS Chissui,791,Cidade de Chimoio,Localidade Urbana 1,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-19.1431,33.4478
MANICA,CIDADE DE CHIMOIO,7 de Abril,792,Cidade de Chimoio,NA,NA,NA,NA,NA,NA,NA
MANICA,BARUE,HR Catandica,793,Catandica,Vila de Catandica,URBANA,Hospital Rural,Hospital Rural,Nivel Secondario,-18.0539,33.1708
MANICA,BARUE,CS Cruzamento Macossa,794,Nhapassa,Nhapassa - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.7167,33.2564
MANICA,BARUE,CS Cagore,795,Catandica,Inhazónia,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.1167,33.3561
MANICA,BARUE,CS Honde,796,Catandica,Chuala,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.3247,33.2022
MANICA,BARUE,CS Inhazonia,797,Catandica,Inhazónia,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.9478,33.1942
MANICA,BARUE,CS Nhapassa,798,Nhapassa,Nhapassa - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.7978,33.2189
MANICA,BARUE,CS Nhassacara,799,Nhapassa,Nhassacara,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.6033,33.2536
MANICA,BARUE,CS Phanze,800,Catandica,Chuala,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.3303,33.1156
MANICA,BARUE,CS Serra Choa,801,Catandica,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.99114,33.01558
MANICA,BARUE,CS Barauro,802,Choa,Nhauroa,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.8375,33.0667
MANICA,BARUE,CS Catandica,803,Catandica,Vila de Catandica,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.0547,33.1711
MANICA,BARUE,CS Chuala,804,Catandica,Chuala,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.4072,33.2397
MANICA,BARUE,CS Mussianharo,805,Catandica,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.33196,33.2975
MANICA,GONDOLA,HD Gondola,806,Gondola - sede,Vila de Gondola,URBANA,Hospital Distrital,Hospital Distrital,Nivel Secondario,-19.0772,33.6417
MANICA,GONDOLA,CS Chipindaumwe,807,Amatongas,Pindanganga,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.0522,33.7853
MANICA,GONDOLA,CS Amatongas,808,Amatongas,Amatongas - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.1,33.81
MANICA,GONDOLA,CS IAC,809,Matsinho,Chimera,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.0725,33.3636
MANICA,GONDOLA,CS Inchope,810,Inchope,Inchope - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.2028,33.9258
MANICA,GONDOLA,CS Macate,811,Macate,Macate - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.4153,33.5131
MANICA,GONDOLA,CS Marera,812,Macate,Marera,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.2675,33.4803
MANICA,GONDOLA,CS Matsinho,813,Matsinho,Matsinho - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.9994,33.3875
MANICA,GONDOLA,CS Muda Serracao,814,Inchope,Muda Serraç?o,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.3283,33.8336
MANICA,GONDOLA,CS Zembe Centro,815,Zembe,Zembe - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.2644,33.3878
MANICA,GONDOLA,CS Chinete,816,NA,NA,NA,NA,NA,NA,NA,NA
MANICA,GONDOLA,CS Mutocoma,817,NA,NA,NA,NA,NA,NA,NA,NA
MANICA,GONDOLA,CS Josina Machel,818,NA,NA,NA,NA,NA,NA,NA,NA
MANICA,GURO,CS Bunga,819,Guro - sede,Bunga,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.8567,33.2903
MANICA,GURO,CS Chivuli,820,Mungari,Chivuli,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.0472,33.6922
MANICA,GURO,CS Guro,821,Guro - sede,Guro - sede (Sanga),RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.42,33.3494
MANICA,GURO,CS Mandie,822,Mandie,Demaufe,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.4811,33.5611
MANICA,GURO,CS Mungari,823,Mungari,Chivuli,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.166326,33.553936
MANICA,GURO,CS Nhamassonge,824,Nhamassonge,Nhamassonge - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.7897,33.5419
MANICA,GURO,PS Nhansana,825,Guro - sede,Guro - sede (Sanga),RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-17.4875,33.3639
MANICA,GURO,CS Tchetcha,826,Guro - sede,Bunga,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.1247,33.2903
MANICA,GURO,CS Thanda,827,Nhamassonge,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.71135,33.34326
MANICA,MACHAZE,CS Bassane,828,Machaze - sede Chitobe,Machaze - sede Chitobe,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-20.9544,33.2725
MANICA,MACHAZE,CS Chipopopo,829,Machaze - sede Chitobe,Chipopopo,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.0261,33.5356
MANICA,MACHAZE,CS Chipudji,830,Machaze - sede Chitobe,Chipudje,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-20.6703,33.5333
MANICA,MACHAZE,CS Chitobe,831,Machaze - sede Chitobe,Machaze - sede Chitobe,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-20.8244,33.3697
MANICA,MACHAZE,CS Mazwissanga,832,Save,Mazwissanga,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.3703,32.6278
MANICA,MACHAZE,CS Save,833,Save,Urima,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.3181,33.2828
MANICA,MACHAZE,CS Sambassoca,834,Save,Sambassoca,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.4492,33.0839
MANICA,MACHAZE,CS Mavende,835,Save,Mavende,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.2906,33.4597
MANICA,MACHAZE,CS Thimbi-Thimbi,836,Save,Sambassoca,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.4581,32.9136
MANICA,MACOSSA,CS Macossa,837,Macossa - sede,Macossa - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.9,33.9392
MANICA,MACOSSA,CS Massangazi,838,Macossa - sede,Mussangaze,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.7086,33.9717
MANICA,MACOSSA,CS Nhamagua,839,Nhamagua,Nhamagua - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.8408,33.455
MANICA,MACOSSA,CS Nguawala,840,Nguavala,Nguavala - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.4578,33.6069
MANICA,MANICA,HD Manica,841,Manica - sede,Cidade de Manica,URBANA,Hospital Distrital,Hospital Distrital,Nivel Secondario,-18.9406,32.8753
MANICA,MANICA,CS Chicamba,842,Messica,Bandula,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.1547,33.1472
MANICA,MANICA,CS Chigodole,843,Messica,Chinhambuzi,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.0314,32.9167
MANICA,MANICA,CS Chinhambuzi,844,Messica,Chinhambuzi,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.999444,33.3875
MANICA,MANICA,PS Chitunga,845,Mavonde,Chitunga,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-18.8161,33.0386
MANICA,MANICA,CS Jecua,846,Machipanda,Muzongo,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.9753,32.8256
MANICA,MANICA,CS Machipanda,847,Mchipanda,Vila de Machipanda,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.9956,32.7267
MANICA,MANICA,CS Mavonde,848,Mavonde,Mavonde - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.6244,33.0392
MANICA,MANICA,CS Messica,849,Messica,Vila de Messica,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.9864,33.0811
MANICA,MANICA,CS Mundonguara,850,Machipanda,Maridza,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.9294,32.7978
MANICA,MANICA,PS Munene,851,Machipanda,Muzongo,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-18.9636,32.7725
MANICA,MANICA,CS Muvumira,852,Machipanda,Maridza,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.9006,32.7586
MANICA,MANICA,CS Nhamaxoto,853,Machipanda,Maridza,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.8633,32.8261
MANICA,MANICA,CS Nhalonga,854,Machipanda,Maridza,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.8622,32.7597
MANICA,MANICA,CS Pungue Sul,855,Vanduzi,Pungue - sul,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.5561,33.2789
MANICA,MANICA,PS Guindingui,856,Messica,Chinhambuzi,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-19.1089,32.9281
MANICA,MANICA,CS Vanduzi,857,Vanduzi,Vanduzi - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-18.9531,33.2647
MANICA,MANICA,CS Zonue Tabaco,858,Messica,Nhaucaca,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.1014,32.9958
MANICA,MOSSURIZE,HD Espungabera,859,Espungabera,Espungabera - sede,RURAL,Hospital Distrital,Hospital Distrital,Nivel Secondario,-20.4528,32.7722
MANICA,MOSSURIZE,CS Chiurairue,860,Chiurairue,Chiurairue - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-20.5778,32.7733
MANICA,MOSSURIZE,CS Dacata,861,Dacata,Dacata - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-20.3197,32.9939
MANICA,MOSSURIZE,CS Mude,862,Chiurairue,Chiurairue - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-20.5672,32.6817
MANICA,MOSSURIZE,CS Mupengo,863,Dacata,Dacata - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-20.2478,32.9108
MANICA,MOSSURIZE,CS Makuu,864,Chiurairue,Chicuecuete,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-20.7344,32.5594
MANICA,MOSSURIZE,CS Gunhe,865,Dacata,Mave,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-20.2281,33.3294
MANICA,MOSSURIZE,CS Chaiva,866,NA,NA,NA,NA,NA,NA,NA,NA
MANICA,MOSSURIZE,CS Garagua,867,NA,NA,NA,NA,NA,NA,NA,NA
MANICA,SUSSUNDENGA,CS Sussundenga,868,Sussundenga,Sussundenga - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.4097,33.2939
MANICA,SUSSUNDENGA,CS Munhinga,869,Sussundenga,Munhinga,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.4892,33.2856
MANICA,SUSSUNDENGA,CS Nhambamba,870,Sussundenga,Matica,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.3136,33.2483
MANICA,SUSSUNDENGA,CS Rotanda,871,Rotanda,Rotanda - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.5444,32.8947
MANICA,SUSSUNDENGA,CS Dombe,872,Dombe,Mabaia,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.9758,33.3981
MANICA,SUSSUNDENGA,CS Mavuzi,873,Sussundenga,Nhaurombe,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.5458,33.5089
MANICA,SUSSUNDENGA,CS Mupandeia,874,Muoha,Mupandeia,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-19.3139,32.9444
MANICA,SUSSUNDENGA,CS Matarara,875,NA,NA,NA,NA,NA,NA,-19.6716753192,33.2642886269
MANICA,SUSSUNDENGA,CS Bunga,876,NA,NA,NA,NA,NA,NA,-19.6716753068,33.2642886391
MANICA,TAMBARA,CS Buzua,877,Bazua,Bazua - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-17.2508,34.1786
MANICA,TAMBARA,CS Nhacafula,878,Nhacafula,Nhacafula - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.8706,34.0761
MANICA,TAMBARA,CS Tambara,879,Nhacolo,Nhacolo - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.7247,34.2453
MANICA,TAMBARA,CS Sabeta,880,Nhacolo,Sabeta,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.8219,34.4475
MANICA,TAMBARA,CS Nhacalapho,881,Nhacafula,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.95159,33.95745
MANICA,TAMBARA,CS Campange,882,Nhacolo,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.7242,34.21106
MAPUTO CIDADE,CHAMANCULO,HC Maputo,1381,CIDADE DE MAPUTO,BAIRRO POLANA CIMENTO B,URBANA,Hospital Central,Hospital Central,Nivel Quaternario,-25.9673,32.5899
MAPUTO CIDADE,CHAMANCULO,HC Pediatria,1382,NA,NA,NA,NA,NA,NA,-25.9673,32.589901
MAPUTO CIDADE,CHAMANCULO,Hospital Militar,1383,NA,NA,NA,NA,NA,NA,-25.968,32.591
MAPUTO CIDADE,CHAMANCULO,Centro para Criança,1384,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO CIDADE,CHAMANCULO,HG Chamanculo,1385,CIDADE DE MAPUTO,BAIRRO CHAMANCULO B,URBANA,Hospital Geral,Hospital Geral,Nivel Secondario,-25.9511,32.5556
MAPUTO CIDADE,CHAMANCULO,CS Alto-Mae,1386,CIDADE DE MAPUTO,BAIRRO ALTO MAE A,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9606,32.57
MAPUTO CIDADE,CHAMANCULO,CS Maxaquene,1387,CIDADE DE MAPUTO,BAIRRO POLANA CIMENTO B,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9739,32.5833
MAPUTO CIDADE,CHAMANCULO,PS  N. 14,1388,CIDADE DE MAPUTO,BAIRRO XIPAMANINE,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.9464,32.5625
MAPUTO CIDADE,CHAMANCULO,CS Porto,1389,CIDADE DE MAPUTO,POLANA CIMENTO A,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9771,32.5874
MAPUTO CIDADE,CHAMANCULO,CS Xipamanine,1390,CIDADE DE MAPUTO,BAIRRO AEROPORTO B,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9378,32.5664
MAPUTO CIDADE,CHAMANCULO,CS N° 2 Tribunal,1391,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO CIDADE,CHAMANCULO,CS de Chamanculo,1392,CIDADE DE MAPUTO,BAIRRO CHAMANCULO B,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9511,32.5556
MAPUTO CIDADE,CHAMANCULO,CS de Benfica,1393,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO CIDADE,CHAMANCULO,CS Alto-Mae (CRAM),1394,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO CIDADE,MAVALANE,HG Mavalane,1395,CIDADE DE MAPUTO,BAIRRO MAVALANE A,URBANA,Hospital Geral,Hospital Geral,Nivel Secondario,-25.9317,32.5858
MAPUTO CIDADE,MAVALANE,CS 1 Junho,1396,CIDADE DE MAPUTO,BAIRRO FERROVIARIO,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9144,32.6097
MAPUTO CIDADE,MAVALANE,CS 1 Maio,1397,CIDADE DE MAPUTO,BAIRRO MAXAQUENE C,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9483,32.59
MAPUTO CIDADE,MAVALANE,CS Inhaca,1398,CIDADE DE MAPUTO,Bairro Ridzuane,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.0031,32.9203
MAPUTO CIDADE,MAVALANE,CS Malhangalene,1399,CIDADE DE MAPUTO,BAIRRO DE MALHANGALENE B,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9511,32.5822
MAPUTO CIDADE,MAVALANE,CS Polana,1400,CIDADE DE MAPUTO,BAIRRO SOMMERSHIELD,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9628,32.5944
MAPUTO CIDADE,MAVALANE,CS Albazine,1401,CIDADE DE MAPUTO,BAIRRO ALBAZINE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.8422,32.6414
MAPUTO CIDADE,MAVALANE,CS Romao,1402,CIDADE DE MAPUTO,BAIRRO DAS MAHOTAS,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.8719,32.6303
MAPUTO CIDADE,MAVALANE,PS Hulene,1403,CIDADE DE MAPUTO,BAIRRO HULENE A,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.9147,32.5961
MAPUTO CIDADE,MAVALANE,PS dos Pescadores,1404,CIDADE DE MAPUTO,BAIRRO COSTA DO SOL,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.9061,32.6561
MAPUTO CIDADE,MAVALANE,PS Chiango,1405,CIDADE DE MAPUTO,BAIRRO ALBAZINE,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.8603,32.6703
MAPUTO CIDADE,MAVALANE,CS Polana Canico,1406,CIDADE DE MAPUTO,BAIRRO POLANA CANICO B,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.935,32.605
MAPUTO CIDADE,MAVALANE,PS Muchina,1407,CIDADE DE MAPUTO,BAIRRO NHAQUENE,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-26.0569,32.9125
MAPUTO CIDADE,MAVALANE,CS Mavalane,1408,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO CIDADE,CHAMANCULO,PS N. 2,1409,CIDADE DE MAPUTO,Central - C,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.9742,32.5753
MAPUTO CIDADE,JOSE MACAMO,HG Jose Macamo,1410,CIDADE DE MAPUTO,BAIRRO MALANGA,URBANA,Hospital Geral,Hospital Geral,Nivel Secondario,-25.9478,32.545
MAPUTO CIDADE,JOSE MACAMO,Influene Pediatria,1411,CIDADE DE MAPUTO,BAIRRO MALANGA,URBANA,Hospital Geral,Hospital Geral,Nivel Secondario,-25.9478,32.545
MAPUTO CIDADE,JOSE MACAMO,CS Jose Macamo,1412,CIDADE DE MAPUTO,BAIRRO MALANGA,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9467,32.5436
MAPUTO CIDADE,JOSE MACAMO,CS Bagamoio,1413,CIDADE DE MAPUTO,BAIRRO DE BAGAMOYO,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.8975,32.5706
MAPUTO CIDADE,JOSE MACAMO,Hospital Psiquiatrico do Infulene,1414,CIDADE DE MAPUTO,BAIRRO DE ZIMPETO,URBANA,Hospital Psiquiatrico,Hospital Psiquiatrico,Nivel Quaternario,-25.8594,32.5664
MAPUTO CIDADE,JOSE MACAMO,CS Catembe,1415,CIDADE DE MAPUTO,Bairro Inguide,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.0231,32.5789
MAPUTO CIDADE,JOSE MACAMO,PS Magoanine Tendas,1416,CIDADE DE MAPUTO,BAIRRO MAGOANINE C,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.8461,32.5972
MAPUTO CIDADE,JOSE MACAMO,PS Inhagoia A,1417,CIDADE DE MAPUTO,BAIRRO INHAGOIA A,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.9164,32.5594
MAPUTO CIDADE,JOSE MACAMO,PS Incassane,1418,CIDADE DE MAPUTO,BAIRRO INCASSANE,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.9961,32.5308
MAPUTO CIDADE,JOSE MACAMO,CS Magoanine,1419,CIDADE DE MAPUTO,Bairro Magoanine - A,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.8742,32.5986
MAPUTO CIDADE,JOSE MACAMO,CS Zimpeto,1420,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO CIDADE,JOSE MACAMO,Benfica - Centro da Criança,1421,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO CIDADE,JOSE MACAMO,CS Mutsécua,1422,NA,NA,NA,NA,NA,NA,NA,NA
